代码,名称,涨跌幅度,前收盘,最高,最低,收盘,振荡幅度,成交量,总金额,市场比%%,换手率%%,5日量变%%
000903,云内动力,5.54,7.94,9.2,5.59,8.38,64.58,  29.46亿, 227.2亿,0.03,372.65,-20.81
601107,四川成渝,5.53,4.88,6.01,3.68,5.15,63.32,  42.80亿, 206.7亿,0.04,197.92,-4.46
600128,弘业股份,5.51,14.16,17.58,10.27,14.94,71.18,  18.93亿, 265.3亿,0.05,767.18,-60.97
600345,长江通信,5.44,21.86,25.69,14.22,23.05,80.66,  14.01亿, 293.1亿,0.06,707.4,-65.94
601880,大连港,5.43,2.76,3.59,1.48,2.91,142.57,  128.9亿, 548.5亿,0.1,166.64,84.21
002186,全 聚 德,5.39,20.02,24.55,16.57,21.1,48.16,   7.13亿, 145.5亿,0.02,253.48,-20.45
000737,南风化工,5.39,6.12,7.48,4.4,6.45,70,  31.36亿, 191.3亿,0.02,571.5,-53.33
000516,国际医学,5.33,7.5,9.36,5.08,7.9,84.25,  64.39亿, 670.8亿,0.08,332.81,101.14
600463,空港股份,5.29,14.94,23.94,11.06,15.73,116.46,  15.18亿, 229.2亿,0.04,505.96,22.24
000023,深天地Ａ,5.28,30.48,40.58,22.55,32.09,79.96,   7.67亿, 225.2亿,0.03,552.64,-85.04
000783,长江证券,5.21,11.13,13.34,7.72,11.71,72.8,  131.5亿,  1448亿,0.17,277.26,-22.76
002499,科林环保,5.2,26.53,33.2,15.21,27.91,118.28,  14.10亿, 339.5亿,0.04,1024.63,-66.4
002493,荣盛石化,5.18,13.7,16.35,9.98,14.41,63.83,  14.94亿, 198.6亿,0.02,73.32,-48.76
603998,方盛制药,5.12,16.6,18.98,10.53,17.45,80.25,  12.61亿, 266.8亿,0.05,468.58,86.81
600105,永鼎股份,5.05,10.3,12.9,6.04,10.82,113.58,  32.81亿, 428.9亿,0.08,430.66,-42.86
002070,众和股份,5,16,31.88,15.5,16.8,105.68,  85.06亿,  2012亿,0.24,1500.91,-91.27
000825,太钢不锈,4.98,4.02,4.51,3.04,4.22,48.36,  85.91亿, 322.6亿,0.04,150.83,45.53
600376,首开股份,4.97,12.67,14.28,8.06,13.3,77.17,  59.37亿, 682.2亿,0.13,264.8,-44.89
002662,京威股份,4.96,15.71,22.6,11.2,16.49,101.79,  19.01亿, 304.6亿,0.04,329.85,-65.91
000532,力合股份,4.95,22.82,28.75,13.65,23.95,110.62,  29.16亿, 552.7亿,0.07,848.83,-77.03
600804,鹏博士,4.94,22.48,25.76,15.8,23.59,63.04,  50.33亿,  1041亿,0.2,362.18,-35.63
601678,滨化股份,4.91,6.31,6.98,4.28,6.62,63.08,  39.37亿, 246.3亿,0.05,331.43,-0.98
002643,万润股份,4.89,36.61,59.45,28.67,38.4,107.36,  17.80亿, 779.4亿,0.09,574.19,-25.4
000828,东莞控股,4.86,11.72,13.27,8.07,12.29,64.44,  16.10亿, 171.1亿,0.02,154.9,21.66
300145,中金环境,4.86,23.45,29.3,15.49,24.59,89.15,   7.08亿, 203.3亿,0.02,196.62,83.01
600829,人民同泰,4.82,15.14,17.52,9.35,15.87,87.38,   9.70亿, 135.8亿,0.03,167.19,-87.27
600123,兰花科创,4.81,7.49,10.03,6.3,7.85,59.21,  80.36亿, 630.6亿,0.12,703.45,-34.39
600843,上工申贝,4.72,15.68,19.86,10.96,16.42,81.2,  15.86亿, 255.2亿,0.05,520.6,-19.44
600078,澄星股份,4.71,6.79,8.99,5.19,7.11,73.22,  38.65亿, 266.5亿,0.05,583.38,-47.02
002136,安 纳 达,4.7,14.9,19.68,10.6,15.6,85.66,  18.03亿, 275.2亿,0.03,845.17,-40.44
000530,大冷股份,4.66,10.51,12.85,7.7,11,66.88,  17.54亿, 221.6亿,0.03,492.09,-12.78
300006,莱美药业,4.65,8.6,12.07,7.44,9,62.23,  29.05亿, 544.9亿,0.07,497.2,25.95
601398,工商银行,4.63,4.32,4.68,3.66,4.52,27.87,  243.0亿,  1066亿,0.2,9.01,-30.17
300015,爱尔眼科,4.62,31.59,39.29,26.22,33.05,49.85,  10.22亿, 333.8亿,0.04,129.81,-39.56
600392,盛和资源,4.55,13.2,20.95,7.91,13.8,164.85,  99.94亿,  1456亿,0.28,1062.05,-70.39
600664,哈药股份,4.54,8.82,9.88,6.64,9.22,48.8,  21.09亿, 196.4亿,0.04,84.6,-41.56
600083,博信股份,4.51,22.15,28.74,14.63,23.15,96.45,   7.95亿, 166.1亿,0.03,350.17,-83.1
600882,广泽股份,4.51,10.87,12.95,7.43,11.36,74.29,  16.32亿, 165.7亿,0.03,408.77,-86.62
600051,宁波联合,4.5,12,14,8.23,12.54,70.11,  15.84亿, 175.5亿,0.03,518.11,-35.18
601939,建设银行,4.44,5.41,5.99,4.13,5.65,45.04,  212.0亿,  1074亿,0.2,220.95,-1.59
300432,富临精工,4.41,26.77,45.94,14.98,27.95,206.68,  16.04亿, 518.2亿,0.06,1108.48,17.41
601899,紫金矿业,4.39,3.42,3.99,2.64,3.57,51.14,  384.1亿,  1323亿,0.25,243.06,113.4
600900,长江电力,4.38,12.78,14.38,10.73,13.34,34.02,  55.35亿, 716.2亿,0.14,56.79,-42.23
600593,大连圣亚,4.35,37.66,52.3,23.51,39.3,122.46,   5.16亿, 180.4亿,0.03,560.56,-53.11
600774,汉商集团,4.28,19.41,30.2,13.76,20.24,119.48,  13.99亿, 277.6亿,0.05,802.08,36.08
600076,康欣新材,4.25,10.6,16.1,7.27,11.05,121.46,  34.97亿, 428.8亿,0.08,545.25,23.64
600614,鼎立股份,4.23,10.63,12.91,6,11.08,115.17,  42.08亿, 399.4亿,0.08,356.72,-58.21
600545,新疆城建,4.22,11.84,13.38,6.52,12.34,105.21,  23.44亿, 221.1亿,0.04,346.78,140.46
300048,合康新能,4.17,8.88,12.8,5.73,9.25,123.39,  43.78亿, 603.2亿,0.07,696.45,-67.49
002317,众生药业,4.16,12.5,14.1,8.88,13.02,58.78,  24.14亿, 290.2亿,0.04,490.11,-55.49
002717,岭南园林,4.15,26.97,47.45,24.99,28.09,89.88,  19.21亿, 641.5亿,0.08,1244.48,-72.35
600841,上柴股份,4.11,13.13,19.01,9.12,13.67,108.44,  14.45亿, 195.7亿,0.04,276.94,-33.99
002600,江粉磁材,4.07,9.58,13.73,6.75,9.97,103.41,  75.16亿, 840.8亿,0.1,1465.78,-54.85
603022,新通联,4.03,23.05,29.74,14.83,23.98,100.54,   9.27亿, 269.1亿,0.05,1426.84,-13.73
603108,润达医疗,4.03,31.48,36.73,20.32,32.75,80.76,   6.05亿, 250.9亿,0.05,491.14,107.12
002567,唐人神,4.01,12.71,15.09,8.57,13.22,76.08,  14.84亿, 186.2亿,0.02,353.32,-62.9
600562,国睿科技,4.01,31.18,40.1,22.99,32.43,74.42,  12.14亿, 468.3亿,0.09,370.67,-64.02
600176,中国巨石,4,10.51,12.8,7.9,10.93,62.03,  39.67亿, 591.9亿,0.11,206.62,131.21
002277,友阿股份,3.98,13.56,14.83,9.25,14.1,60.32,  25.72亿, 308.5亿,0.04,454.29,-69.19
000514,渝 开 发,3.98,8.55,12.23,6.39,8.89,91.39,  44.72亿, 387.9亿,0.05,530.01,44.1
002119,康强电子,3.95,19.48,29.03,17.6,20.25,64.94,  16.92亿, 371.1亿,0.04,838.06,-84.15
000965,天保基建,3.92,6.38,7.57,4.34,6.63,74.42,  39.22亿, 239.0亿,0.03,388.71,-57.57
002420,毅昌股份,3.89,9.77,13.21,7.1,10.15,86.06,  17.02亿, 163.8亿,0.02,437.48,-60.81
002258,利尔化学,3.84,11.21,13.24,7.39,11.64,79.16,  16.80亿, 210.6亿,0.03,320.62,62.16
300464,星徽精密,3.83,19.04,27.71,12.96,19.77,113.81,   8.43亿, 246.3亿,0.03,950.47,-26.07
600048,保利地产,3.82,10.22,11.98,8,10.61,49.75,  206.5亿,  2039亿,0.39,191.93,-28.63
300355,蒙草生态,3.81,9.7,13.15,5.93,10.07,121.75,  71.24亿, 802.5亿,0.1,1308.57,13.19
300323,华灿光电,3.81,8.66,10.99,5.51,8.99,99.46,  13.10亿, 104.8亿,0.01,194.01,-6.07
002546,新联电子,3.81,9.45,16.31,7.73,9.81,111,  32.35亿, 491.5亿,0.06,492.4,-24.88
002133,广宇集团,3.78,8.46,10.81,5.08,8.78,112.8,  66.11亿, 497.8亿,0.06,1099.11,-40.51
002418,康盛股份,3.77,9.55,13.53,6.99,9.91,93.56,  43.81亿, 690.5亿,0.08,791.37,-25.52
002510,天汽模,3.76,6.91,9.19,4.85,7.17,89.48,  48.83亿, 462.1亿,0.06,754.69,-28.9
000989,九 芝 堂,3.75,24,29.17,16.36,24.9,78.3,   5.63亿, 143.3亿,0.02,228.78,16.84
603021,山东华鹏,3.75,53.08,67.79,29.75,55.07,127.87,   6.17亿, 286.2亿,0.05,964.52,183.9
600438,通威股份,3.73,6.43,7.77,5.35,6.67,45.23,  18.91亿, 151.0亿,0.03,115.73,153.82
600114,东睦股份,3.69,17.06,18.9,10.02,17.69,88.62,  20.68亿, 323.5亿,0.06,542.69,-60.99
300322,硕贝德,3.69,17.88,22.66,11.2,18.54,102.32,  32.09亿, 563.5亿,0.07,886.09,-83.67
600469,风神股份,3.68,10.34,11.37,9.38,10.72,21.22,   7.48亿,  90.6亿,0.02,133.09,-25.15
600000,浦发银行,3.64,16.5,17.82,13.97,17.1,27.56,  70.70亿,  1239亿,0.24,34.46,-78.61
600232,金鹰股份,3.63,11.56,15.88,7.15,11.98,122.1,  30.91亿, 372.8亿,0.07,847.59,-54.91
600538,国发股份,3.63,11.85,15.09,9.9,12.28,52.42,  17.06亿, 214.6亿,0.04,611.17,-71.7
300406,九强生物,3.63,22.33,25.81,15.68,23.14,64.6,   7.69亿, 219.8亿,0.03,373.85,-41.45
603333,明星电缆,3.61,9.15,11.5,6.78,9.48,69.62,  15.49亿, 135.0亿,0.03,297.91,-28.32
000705,浙江震元,3.58,13.41,19.53,10.18,13.89,91.85,  21.05亿, 300.9亿,0.04,746.73,-60.15
300407,凯发电气,3.56,18.28,22.49,12.31,18.93,82.7,   5.61亿, 130.4亿,0.02,415.99,25.81
002105,信隆健康,3.49,11.75,13.16,6.33,12.16,107.9,  30.68亿, 308.0亿,0.04,832.6,-69.09
002059,云南旅游,3.45,11.02,13.78,7,11.4,96.86,  11.12亿, 102.1亿,0.01,212.91,-51.92
600969,郴电国际,3.45,17.41,20.64,12.13,18.01,70.16,  11.88亿, 191.0亿,0.04,449.36,-46.42
002259,升达林业,3.4,9.72,11.39,5.79,10.05,96.72,  32.33亿, 259.7亿,0.03,531.45,-69.87
300041,回天新材,3.37,12.18,15.22,7.98,12.59,90.73,  19.55亿, 323.3亿,0.04,769.28,-62.3
600822,上海物贸,3.28,15.57,19.57,10.21,16.08,91.67,  16.32亿, 237.0亿,0.05,411.94,-74.15
300398,飞凯材料,3.27,71.86,82.58,48.01,74.21,72.01,   1.85亿, 119.2亿,0.01,515.26,-6.57
300159,新研股份,3.22,15.52,18.9,10.3,16.02,83.5,  25.66亿, 387.8亿,0.05,486.51,-70.91
600117,西宁特钢,3.1,5.49,7.67,4.6,5.66,66.74,  42.88亿, 255.3亿,0.05,578.53,-53.35
002678,珠江钢琴,3.04,14.48,18.51,10.23,14.92,80.94,  17.74亿, 260.8亿,0.03,185.99,162.95
600872,中炬高新,3.01,16.3,19.2,10.01,16.79,91.81,  36.69亿, 520.8亿,0.1,460.5,-73.51
002634,棒杰股份,2.98,10.39,17.1,7.86,10.7,117.56,  31.21亿, 585.9亿,0.07,1226.2,25.67
600250,南纺股份,2.97,15.47,18.49,9.69,15.93,90.82,  11.71亿, 164.7亿,0.03,452.48,-61.69
000610,西安旅游,2.97,13.81,17.49,9.98,14.22,75.25,  15.08亿, 216.6亿,0.03,641.53,-39.36
002072,凯瑞德,2.97,25.27,29.48,13.77,26.02,114.09,  13.53亿, 310.8亿,0.04,768.85,-62.43
600527,江南高纤,2.96,6.75,7.31,4.71,6.95,55.2,  44.63亿, 288.0亿,0.05,556.42,-74.5
600917,重庆燃气,2.94,13.62,21.4,8.24,14.02,159.71,  19.35亿, 250.8亿,0.05,1240.08,61.21
000998,隆平高科,2.92,19.49,25.5,15.22,20.06,67.54,  30.11亿, 593.9亿,0.07,362.48,-20.27
300434,金石东方,2.92,36.95,48.35,19.39,38.03,149.36,   3.39亿, 164.7亿,0.02,998.39,-45.62
002426,胜利精密,2.9,9.3,11.68,6.69,9.57,74.59,  49.73亿, 730.4亿,0.09,266.68,16.64
002552,宝鼎科技,2.86,16.41,19.97,10.99,16.88,81.71,  15.53亿, 240.1亿,0.03,775.81,-13.64
002753,永东股份,2.77,31.02,36.31,19.69,31.88,84.41,   6.09亿, 199.2亿,0.02,1070.27,-31.21
600215,长春经开,2.76,9.06,12.18,5.9,9.31,106.44,  20.71亿, 172.5亿,0.03,445.24,3.16
300259,新天科技,2.76,10.88,13.74,6.99,11.18,96.57,  22.00亿, 237.4亿,0.03,852.45,-78.72
601336,新华保险,2.75,44.31,57.32,32.73,45.53,75.13,  35.08亿,  1509亿,0.29,168.22,-73.64
002557,洽洽食品,2.74,16.43,20.68,14.45,16.88,43.11,  11.43亿, 208.8亿,0.03,225.42,-16.77
000823,超声电子,2.72,11.76,13.97,7.18,12.08,94.57,  54.09亿, 560.4亿,0.07,1007.44,-69.49
600406,国电南瑞,2.7,15.19,17.6,11.91,15.6,47.77,  59.41亿, 880.3亿,0.17,269.36,-56.58
002466,天齐锂业,2.69,36.8,52.56,25.71,37.79,104.43,  52.68亿,  4080亿,0.49,534.38,-12.06
000739,普洛药业,2.68,7.84,8.69,5.63,8.05,54.35,  24.96亿, 180.6亿,0.02,235.43,-63.79
000953,河池化工,2.67,16.1,22.22,7.92,16.53,180.56,  24.96亿, 380.7亿,0.05,848.68,-6.12
300122,智飞生物,2.66,18.03,19.95,10.7,18.51,86.45,  12.72亿, 256.8亿,0.03,147.34,60.21
600800,天津磁卡,2.65,9.07,12.81,5.7,9.31,124.74,  61.60亿, 537.6亿,0.1,1009.31,-44.76
600844,丹化科技,2.64,8.32,9.6,5.44,8.54,76.47,  25.82亿, 191.8亿,0.04,441.57,-63.81
600039,四川路桥,2.64,4.92,5.49,3.56,5.05,54.21,  64.96亿, 283.9亿,0.05,215.11,250.64
002650,加加食品,2.6,6.92,8.95,4.75,7.1,88.42,  48.93亿, 347.5亿,0.04,434.05,-40.34
000900,现代投资,2.6,8.09,8.86,6.11,8.3,45.01,  22.24亿, 165.1亿,0.02,220.12,4.02
002747,埃斯顿,2.59,36.25,40.38,20.3,37.19,98.92,   5.49亿, 228.0亿,0.03,914.71,-33.24
000070,特发信息,2.59,26.67,35.76,18.47,27.36,93.61,  13.45亿, 358.1亿,0.04,496.56,-52.12
601996,丰林集团,2.53,9.08,9.95,6.83,9.31,45.68,  13.40亿, 113.7亿,0.02,285.68,-44.73
300421,力星股份,2.53,37.6,48.4,22.58,38.55,114.35,   6.66亿, 230.5亿,0.03,1584.67,93.13
000999,华润三九,2.49,26.15,28.21,19.53,26.8,44.44,  10.49亿, 259.2亿,0.03,107.25,20.01
600758,红阳能源,2.44,12.72,22.28,7.8,13.03,185.64,  23.37亿, 332.2亿,0.06,869.13,50.41
002374,丽鹏股份,2.39,7.96,10.46,4.98,8.15,110.04,  46.74亿, 432.9亿,0.05,928.86,111.84
600755,厦门国贸,2.36,8.47,10.24,5.36,8.67,91.04,  73.08亿, 590.1亿,0.11,439.03,-49.45
300370,安控科技,2.35,9.78,11.81,6.34,10.01,86.28,  20.11亿, 245.8亿,0.03,725.87,-60.19
300284,苏交科,2.32,21.98,28.18,13.78,22.49,104.5,  11.07亿, 241.7亿,0.03,329.18,-58.96
600569,安阳钢铁,2.3,3.04,4.04,2.32,3.11,74.14,  72.89亿, 213.5亿,0.04,304.51,39.98
000538,云南白药,2.29,67.68,80.75,52.9,69.23,52.65,   5.80亿, 372.3亿,0.04,55.69,-8.01
002669,康达新材,2.23,29.09,31.7,18.39,29.74,72.38,   8.92亿, 219.7亿,0.03,567.82,23.03
002447,壹桥股份,2.22,9.44,10.61,5.92,9.65,79.22,  30.61亿, 274.0亿,0.03,527.43,-45.21
002580,圣阳股份,2.21,18.1,20.88,11.63,18.5,79.54,  19.46亿, 344.1亿,0.04,1149.79,-49.33
002731,萃华珠宝,2.16,31.46,34.5,20.37,32.14,69.37,   7.51亿, 207.2亿,0.02,1405.53,32.95
600706,曲江文旅,2.14,19.66,25.76,13.89,20.08,85.46,  14.61亿, 274.8亿,0.05,821.23,-24.12
000004,国农科技,2.07,40.51,52.83,25.8,41.35,104.77,   3.45亿, 134.1亿,0.02,416.03,-58.2
002724,海洋王,2.05,24.37,29.55,14.72,24.87,100.75,   9.61亿, 211.4亿,0.03,1433.5,-66.14
600622,嘉宝集团,2.04,15.18,19.74,10.92,15.49,80.77,  23.23亿, 350.3亿,0.07,451.63,-66.18
300192,科斯伍德,2.01,13.94,17.65,9.64,14.22,83.09,  15.97亿, 214.9亿,0.03,915.44,-43.1
000728,国元证券,2.01,21.93,26.18,14.08,22.37,85.94,  91.78亿,  1848亿,0.22,467.29,-34.94
600319,*ST亚星,1.99,9.55,10.8,6.41,9.74,68.49,  12.82亿, 111.8亿,0.02,406.12,-75.8
002448,中原内配,1.98,11.59,16.29,7.77,11.82,109.65,  62.17亿, 822.0亿,0.1,1355.9,-69.58
002041,登海种业,1.98,16.18,18.82,12.1,16.5,55.54,  13.08亿, 204.2亿,0.02,149.72,-68.98
300330,华虹计通,1.94,18.07,22.22,12.57,18.42,76.77,   9.42亿, 162.8亿,0.02,562.25,-66.65
000613,大东海A,1.91,14.12,18.76,11.25,14.39,66.76,  14.73亿, 215.3亿,0.03,554.67,-21.85
600719,大连热电,1.88,7.98,9.7,5.04,8.13,92.46,  27.57亿, 206.4亿,0.04,681.3,-53.7
300427,红相电力,1.86,21.49,26.82,13.38,21.89,100.45,   3.36亿, 154.5亿,0.02,382.02,211.87
601616,广电电气,1.82,6.58,9.08,5.23,6.7,73.61,  33.41亿, 226.7亿,0.04,357.11,-72.05
601898,中煤能源,1.81,6.07,7.13,4.45,6.18,60.22,  60.04亿, 346.6亿,0.07,65.61,-14.87
002455,百川股份,1.8,10.57,12.91,6.34,10.76,103.63,  24.84亿, 239.5亿,0.03,831.53,-56.84
002776,柏堡龙,1.74,33.36,44.6,24.96,33.94,78.69,   7.47亿, 309.5亿,0.04,1000.75,-57.87
600612,老凤祥,1.71,39.22,47.58,33.18,39.89,43.4,   3.63亿, 151.7亿,0.03,114.52,-42.53
002242,九阳股份,1.69,20.15,23.59,13.7,20.49,72.19,  20.65亿, 396.0亿,0.05,269.8,-66.25
002623,亚玛顿,1.68,44.16,59.72,28.37,44.9,110.5,  11.83亿, 500.8亿,0.06,742.19,-34.65
000988,华工科技,1.62,16.02,22.85,12.22,16.28,86.99,  110.2亿,  2014亿,0.24,1237.21,-59.12
601958,金钼股份,1.61,8.06,9.35,6,8.19,55.83,  46.35亿, 370.8亿,0.07,143.66,-28.97
000950,*ST建峰,1.56,8.95,10.5,5.06,9.09,107.51,   8.70亿,  72.7亿,0.01,145.26,-57.77
600883,博闻科技,1.56,16.03,18.9,10.9,16.28,73.39,  11.64亿, 181.6亿,0.03,492.87,-60.24
600801,华新水泥,1.55,7.72,9.32,5.57,7.84,67.32,  32.62亿, 245.6亿,0.05,335.29,-16.33
300207,欣旺达,1.55,13.57,16.48,9.41,13.78,75.13,  35.24亿, 765.0亿,0.09,405.54,-29.79
002301,齐心集团,1.55,22,25.35,14.11,22.34,79.66,  10.84亿, 217.2亿,0.03,306.55,-67.48
002068,黑猫股份,1.54,9.09,9.89,5.07,9.23,95.07,  33.63亿, 258.7亿,0.03,554.14,-8.97
600097,开创国际,1.51,19.85,21.76,12.82,20.15,69.73,  16.47亿, 293.4亿,0.06,812.94,-71.4
000928,中钢国际,1.5,16.7,19.61,11.12,16.95,76.35,  38.58亿, 579.3亿,0.07,934.45,-49.21
600987,航民股份,1.49,12.11,16.35,8.22,12.29,98.91,  25.78亿, 334.6亿,0.06,405.77,35.16
000978,桂林旅游,1.48,11.49,15.85,9.83,11.66,61.24,  17.61亿, 209.0亿,0.03,489.15,-41.87
300090,盛运环保,1.48,11.5,12.93,7.45,11.67,73.56,  55.35亿, 547.1亿,0.07,630.16,-1.27
000026,飞亚达Ａ,1.37,13.11,18.34,9.4,13.29,95.11,  22.10亿, 294.2亿,0.04,710.49,-39.19
002765,蓝黛传动,1.37,29.25,33.88,18.06,29.65,87.6,   8.92亿, 239.2亿,0.03,1248.7,22.32
000725,京东方Ａ,1.37,2.93,3.14,2.19,2.97,43.38,  741.4亿,  1917亿,0.23,308.56,20.2
002355,兴民智通,1.3,14.64,25.19,13.51,14.83,86.45,  28.74亿, 544.5亿,0.07,839.84,-57.81
002349,精华制药,1.28,21.17,27.74,20.11,21.44,37.94,   6.38亿, 165.8亿,0.02,213.96,-10
600993,马应龙,1.27,20.42,24.43,14.31,20.68,70.72,  25.16亿, 488.6亿,0.09,584.88,-22.32
600857,宁波中百,1.21,19.05,21.93,11.14,19.28,96.86,  10.97亿, 183.6亿,0.03,489.01,-65.78
600192,长城电工,1.17,9.44,11.5,6.62,9.55,73.72,  31.75亿, 299.3亿,0.06,718.83,-54.27
002046,轴研科技,1.15,11.3,14.09,7.71,11.43,82.75,  11.89亿, 133.7亿,0.02,349.08,-66.14
600546,*ST山煤,1.11,4.49,5.54,2.87,4.54,93.03,  92.87亿, 394.8亿,0.08,468.46,-41.47
601669,中国电建,1.11,8.09,8.73,5.32,8.18,64.1,  123.5亿, 851.2亿,0.16,128.61,152.55
000042,中洲控股,1.1,20.02,22.35,13.35,20.24,67.42,   8.10亿, 142.7亿,0.02,167.12,-83.83
300365,恒华科技,1.1,42.82,50.85,20.96,43.29,142.6,   5.52亿, 194.9亿,0.02,859.42,-81.65
603123,翠微股份,1.04,10.59,11.96,7.33,10.7,63.17,  19.35亿, 186.0亿,0.04,525.29,-42.43
600390,*ST金瑞,1.02,13.79,18.1,9.52,13.93,90.13,  16.33亿, 230.0亿,0.04,361.95,-69.61
300165,天瑞仪器,0.99,11.15,14.95,7.17,11.26,108.51,  20.53亿, 313.4亿,0.04,695.44,-66.2
002157,正邦科技,0.98,7.13,9.81,4.57,7.2,114.66,  44.15亿, 737.3亿,0.09,378.75,54.58
002099,海翔药业,0.94,9.62,12.59,8.17,9.71,54.1,  50.38亿, 627.0亿,0.08,617.77,-62.64
600976,健民集团,0.93,32.35,37.19,21.9,32.65,69.82,   6.08亿, 178.2亿,0.03,396.67,-66.14
002725,跃岭股份,0.89,22.35,27.13,15.35,22.55,76.74,   4.44亿,  95.6亿,0.01,838.44,-25.3
002579,中京电子,0.88,13.56,16.58,7.97,13.68,108.03,  30.20亿, 399.7亿,0.05,861.78,-68.81
601137,博威合金,0.84,13.02,14.56,9.19,13.13,58.43,   8.12亿, 118.0亿,0.02,188.89,-34.57
002221,东华能源,0.78,12.89,15.84,8.57,12.99,84.83,  29.15亿, 476.2亿,0.06,229.16,3.07
600615,丰华股份,0.75,20.07,23.73,13.9,20.22,70.72,   8.05亿, 157.7亿,0.03,428.99,-30.72
601818,光大银行,0.74,4.05,4.43,3.11,4.08,42.44,  223.6亿, 867.3亿,0.17,56.17,-24.15
002324,普利特,0.73,30.28,34.1,21.93,30.5,55.49,   7.72亿, 217.4亿,0.03,486.26,-83.28
601798,蓝科高新,0.7,12.92,16.38,10,13.01,63.8,  10.46亿, 136.4亿,0.03,294.96,60.47
000422,湖北宜化,0.68,7.35,8.47,5.54,7.4,52.89,  36.23亿, 250.5亿,0.03,403.5,274.39
002040,南 京 港,0.66,15.14,18.99,9.78,15.24,94.17,  17.86亿, 248.1亿,0.03,726.3,-52.57
600563,法拉电子,0.64,39.25,47.94,24.81,39.5,93.23,  13.24亿, 517.0亿,0.1,588.56,-65.57
002484,江海股份,0.63,14.24,16.91,8.91,14.33,89.79,  16.12亿, 267.4亿,0.03,329.08,-32.18
002134,天津普林,0.62,14.45,19.69,8.99,14.54,119.02,  19.91亿, 289.7亿,0.03,810.04,-55.6
000035,中国天楹,0.62,8.07,8.37,5.25,8.12,59.43,  26.85亿, 244.4亿,0.03,330.89,18.34
002655,共达电声,0.58,15.47,28.49,13.64,15.56,108.87,  31.55亿, 566.6亿,0.07,876.37,-28.15
603011,合锻智能,0.57,12.34,15.28,6.85,12.41,123.07,  13.02亿, 190.7亿,0.04,614.91,13.71
600290,华仪电气,0.56,14.25,15.86,8.18,14.33,93.89,  26.62亿, 293.7亿,0.06,505.28,-43.74
002743,富煌钢构,0.56,16.08,21.03,10.43,16.17,101.63,  13.87亿, 273.0亿,0.03,1248.4,-33.74
000525,红 太 阳,0.56,16.17,17.46,11,16.26,58.73,  12.01亿, 174.6亿,0.02,236.92,-44.48
002388,新亚制程,0.54,11.09,15.69,6.56,11.15,139.18,  41.69亿, 487.6亿,0.06,1091.83,-73.38
300219,鸿利智汇,0.53,15.15,17.1,8.35,15.23,104.79,  25.66亿, 337.7亿,0.04,482.38,-59.09
600030,中信证券,0.52,17.27,21.42,12.95,17.36,65.41,  323.3亿,  5518亿,1.05,329.37,-23.74
000659,珠海中富,0.52,5.78,6.12,3.54,5.81,72.88,  53.86亿, 256.1亿,0.03,418.91,31.43
000150,宜华健康,0.49,34.46,40.46,21.06,34.63,92.12,  13.85亿, 424.3亿,0.05,391.19,14.76
300266,兴源环境,0.47,50.91,52.63,25.9,51.15,103.2,   6.59亿, 276.0亿,0.03,163.98,-82.93
603688,石英股份,0.46,21.91,27.9,14.4,22.01,93.75,   8.98亿, 187.0亿,0.04,1120.78,-40.3
600599,熊猫金控,0.44,38.28,42.72,17.5,38.45,144.11,  14.87亿, 418.3亿,0.08,895.85,334.91
002251,步 步 高,0.43,16.43,17.83,10.25,16.5,73.95,  22.56亿, 308.9亿,0.04,347.36,145.43
000407,胜利股份,0.42,7.07,8.63,4.88,7.1,76.84,  26.71亿, 183.8亿,0.02,400.86,-15.64
002057,中钢天源,0.4,14.89,17.68,10.06,14.95,75.75,  18.64亿, 269.5亿,0.03,934.81,-42.87
300029,天龙光电,0.37,13.66,16.33,8.82,13.71,85.15,  14.77亿, 189.7亿,0.02,763.64,-67.38
603338,浙江鼎力,0.23,51.23,55.96,34.06,51.35,64.3,   3.69亿, 166.5亿,0.03,797.28,-60.4
600385,山东金泰,0.23,21.94,28.49,14.9,21.99,91.21,   8.88亿, 185.3亿,0.04,621.65,-60.15
000045,深纺织Ａ,0.23,13.28,16.91,8.5,13.31,98.94,  22.25亿, 281.2亿,0.03,486.74,-66.5
000889,茂业通信,0.21,14.48,17.48,8.24,14.51,112.14,  23.27亿, 284.8亿,0.03,522.55,-23.99
300034,钢研高纳,0.19,20.56,25.5,13.04,20.6,95.55,  18.39亿, 402.7亿,0.05,440.14,-68.52
000636,风华高科,0.19,10.28,12.49,6.95,10.3,79.71,  34.89亿, 339.3亿,0.04,464.91,-60.38
600891,秋林集团,0.19,10.45,14.49,5.93,10.47,144.35,  44.36亿, 478.7亿,0.09,1155.05,-70.86
000921,海信科龙,0.19,10.5,12.85,6.25,10.52,105.6,  22.96亿, 221.7亿,0.03,254.58,-15.35
601117,中国化学,0.15,6.78,7.16,5.06,6.79,41.5,  56.36亿, 341.1亿,0.06,114.24,124.24
601717,郑煤机,0.15,6.85,7.55,5.32,6.86,41.92,  29.37亿, 184.5亿,0.04,213.12,-5.09
600059,古越龙山,0.1,10.06,11.97,7.82,10.07,53.07,  24.76亿, 244.2亿,0.05,306.22,-32.9
002544,杰赛科技,-0.03,29.62,36.82,23.68,29.61,55.49,   7.80亿, 246.1亿,0.03,152.66,-84.99
